Year	Langs	System	Human	BLEU_m	BLEU	MacroF1	MicroF1	MacroBLEUF	MicroBLEUF	CHRF1	MacroF3	MicroF3	CHRF3
2019	en-cs	CUNI-DocTransformer-T2T.6751	0.402	0.1904	30.5	33.4	52.9	27.9	45.6	0.57	33.9	53.0	0.56	
2019	de-cs	online-Y.0	0.426	0.1837	21.2	26.1	44.5	21.5	38.8	0.50	26.7	44.7	0.49	
2019	en-cs	CUNI-DocTransformer-Marian.6922	0.223	0.1769	28.7	31.0	50.9	25.8	43.8	0.55	31.4	50.9	0.55	
2019	de-cs	lmu-unsup-nmt-de-cs.6845	-0.099	0.1230	17.5	18.9	39.1	15.8	34.6	0.44	19.3	39.1	0.43	
2019	de-cs	online-A.0	0.134	0.1454	16.4	20.9	39.1	17.3	34.8	0.46	21.4	39.3	0.45	
2019	de-cs	online-B.0	0.386	0.1787	19.8	24.1	42.8	20.0	38.3	0.49	24.7	42.7	0.48	
2019	de-cs	NEU_KingSoft.6766	0.179	0.1373	19.3	21.5	41.6	17.7	36.3	0.47	22.0	41.8	0.46	
2019	de-cs	CUNI-Unsupervised-NER-post.6934	-0.165	0.1068	14.5	19.2	38.4	15.8	34.3	0.44	19.7	38.1	0.43	
2019	de-cs	online-G.0	0.319	0.1601	17.9	23.0	41.0	19.0	36.7	0.48	23.5	41.3	0.47	
2019	de-cs	NICT.6938	0.367	0.1565	20.6	23.5	43.4	19.5	37.8	0.48	24.0	44.1	0.48	
2019	de-cs	Unsupervised.de-cs.6929	-0.328	0.1196	18.2	18.7	39.0	15.5	34.3	0.43	19.3	39.5	0.43	
2019	de-cs	CAiRE.6949	-0.807	0.0845	10.5	11.5	31.5	10.0	28.3	0.36	11.8	32.2	0.35	
2019	de-cs	Unsupervised.de-cs.6935	-0.405	0.1111	16.4	17.6	37.6	14.6	33.1	0.42	18.1	38.0	0.41	
2019	en-cs	online-B.0	-0.336	0.1775	22.1	26.3	45.3	21.7	40.0	0.51	26.8	45.2	0.50	
2019	en-cs	CUNI-Transformer-T2T-2018.6457	0.401	0.1968	30.4	33.0	52.8	27.5	45.5	0.57	33.4	52.7	0.56	
2019	en-cs	CUNI-Transformer-T2T-2019.6851	0.388	0.1892	29.9	32.5	52.2	27.2	45.1	0.56	32.8	52.0	0.55	
2019	en-cs	online-Y.0	-0.156	0.1766	23.8	28.6	47.2	23.5	40.9	0.53	29.3	47.4	0.52	
2019	en-cs	online-G.0	-0.3	0.1543	20.1	25.0	43.1	20.7	37.9	0.50	25.5	43.2	0.49	
2019	en-cs	online-X.0	-0.651	0.1271	15.1	18.6	37.6	15.5	32.9	0.46	19.3	38.6	0.45	
2019	en-cs	uedin.6667	0.206	0.1916	28.5	31.9	51.5	26.5	44.5	0.56	32.3	51.2	0.55	
2019	en-cs	TartuNLP-c.6633	-0.195	0.1581	23.3	26.9	46.4	22.1	40.4	0.52	27.5	46.6	0.51	
2019	en-cs	online-A.0	-0.594	0.1466	18.1	22.4	40.8	18.4	36.0	0.48	22.8	41.0	0.47	
2019	en-de	Helsinki-NLP.6820	0.077	0.1777	42.4	45.0	64.3	37.9	55.4	0.67	45.7	64.4	0.66	
2019	en-de	dfki-nmt.6479	0.119	0.1774	42.1	42.9	63.1	36.2	54.4	0.67	43.6	63.6	0.66	
2019	en-de	JHU.6819	0.081	0.1761	43.5	44.4	64.5	37.5	55.6	0.67	45.3	65.1	0.67	
2019	en-de	eTranslation.6823	0.13	0.1755	43.1	44.6	64.6	37.7	55.8	0.67	45.2	64.8	0.67	
2019	en-de	lmu-ctx-tf-single-en-de.6981	0.01	0.1748	41.5	43.8	63.5	36.9	54.7	0.66	44.5	63.7	0.66	
2019	en-de	Facebook_FAIR.6862	0.347	0.1803	43.6	46.8	65.8	39.3	56.2	0.68	47.6	66.4	0.68	
2019	en-de	en_de_task.6790	-1.769	0.0803	16.9	17.7	40.9	15.3	38.5	0.47	17.6	39.7	0.46	
2019	en-de	Microsoft-WMT19-document-level.6808	0.296	0.1861	44.8	47.6	66.3	40.1	57.1	0.69	48.5	66.9	0.69	
2019	en-de	Microsoft-WMT19-sentence_document.6974	0.311	0.1564	44.8	47.6	66.3	40.1	57.1	0.69	48.5	67.0	0.69	
2019	en-de	online-B.0	0.094	0.1807	41.5	45.2	63.6	38.4	55.4	0.66	45.8	63.4	0.65	
2019	en-de	online-G.0	-0.119	0.1726	35.5	38.4	59.2	32.1	51.0	0.64	38.8	58.8	0.62	
2019	en-de	Microsoft-WMT19-sentence-level.6785	0.094	0.1846	44.3	46.8	65.7	39.4	56.6	0.68	47.5	66.2	0.68	
2019	en-fi	Helsinki_NLP.6860	0.09	0.1639	21.1	21.7	41.3	17.7	35.5	0.54	22.1	41.2	0.53	
2019	en-de	MSRA.MADL.6926	0.214	0.1861	46.0	47.9	66.6	40.5	57.3	0.69	48.9	67.1	0.69	
2019	en-de	online-A.0	-0.072	0.1706	41.8	43.7	63.3	36.9	54.4	0.66	44.3	63.7	0.66	
2019	en-de	MLLP-UPV.6651	0.189	0.1741	42.4	44.6	64.1	37.6	54.8	0.67	45.3	64.5	0.66	
2019	en-de	NEU.6763	0.208	0.1844	44.6	46.9	65.8	39.5	56.4	0.68	47.7	66.1	0.68	
2019	en-de	online-Y.0	0.038	0.1793	43.1	45.6	64.8	38.5	56.0	0.67	46.3	64.9	0.66	
2019	en-fi	GTCOM-Primary.6917	0.586	0.2005	26.1	27.2	46.6	22.2	40.0	0.59	27.6	46.2	0.58	
2019	en-fi	online-G.0	0.072	0.1559	18.9	20.5	39.0	16.8	34.0	0.53	20.9	39.0	0.50	
2019	en-fi	apertium-fin-eng-unconstrained-en-fi.6448	-1.26	0.0342	4.5	7.6	22.7	5.7	19.7	0.36	8.1	22.9	0.34	
2019	en-fi	MSRA.NAO.6985	0.57	0.2118	28.1	28.3	47.7	23.2	40.8	0.60	28.7	47.6	0.59	
2019	en-fi	online-B.0	0.037	0.1585	20.7	21.1	40.6	17.1	34.6	0.54	21.5	40.8	0.53	
2019	en-fi	online-A.0	-0.384	0.1099	14.5	16.0	34.7	12.6	29.4	0.50	17.0	35.6	0.48	
2019	en-de	online-X.0	-0.4	0.1301	29.6	31.5	54.3	25.8	46.1	0.60	32.7	55.8	0.59	
2019	en-fi	Helsinki_NLP__rule-based_.6636	-0.522	0.0708	9.0	12.6	29.9	9.9	26.2	0.46	12.9	29.6	0.45	
2019	en-fi	NICT.6359	0.199	0.1794	23.5	23.8	43.2	19.3	37.1	0.56	24.2	43.0	0.55	
2019	en-de	TartuNLP-c.6508	-0.132	0.1597	36.8	38.3	59.4	31.9	51.5	0.63	39.1	59.6	0.62	
2019	en-de	UdS-DFKI.6871	-0.129	0.1678	39.5	42.0	61.8	35.3	53.5	0.65	42.8	61.9	0.64	
2019	en-de	UCAM.6731	0.213	0.1807	44.1	46.1	65.2	39.0	56.3	0.68	46.9	65.7	0.67	
2019	en-de	PROMT_NMT_EN-DE.6674	0.001	0.1639	38.4	39.9	61.0	33.3	52.4	0.64	40.6	61.2	0.63	
2019	en-gu	CUNI-T2T-transfer-engu.6466	0.254	0.1435	14.4	20.5	38.3	16.6	35.8	0.47	20.8	36.7	0.45	
2019	en-gu	Ju_Saarland_clean_num_135_bpe.6617	-0.079	0.2199	22.0	19.5	42.2	16.2	36.1	0.48	20.0	42.5	0.47	
2019	en-gu	GTCOM-Primary.6970	0.597	0.2870	28.7	30.5	50.8	24.4	42.1	0.59	31.5	52.1	0.59	
2019	en-gu	NICT.6604	-0.465	0.1032	10.3	11.7	30.4	10.1	28.3	0.38	12.0	30.7	0.37	
2019	en-gu	IITP-MT.6827	-0.458	0.0825	8.2	10.2	28.6	8.8	26.5	0.37	10.6	29.1	0.37	
2019	en-gu	MSRA.CrossBERT.6991	0.318	0.1657	16.6	17.9	38.3	14.3	33.4	0.46	18.6	39.0	0.46	
2019	en-gu	online-B.0	0.663	0.6175	61.8	61.2	74.2	54.5	65.6	0.79	62.2	75.2	0.79	
2019	en-gu	online-X.0	-0.502	0.1095	10.9	11.6	28.8	10.3	27.4	0.33	12.4	30.8	0.31	
2019	en-gu	UdS-DFKI.6866	-0.718	0.0704	7.0	11.1	27.4	8.9	24.9	0.36	11.7	28.2	0.35	
2019	en-gu	online-G.0	-0.49	0.0905	9.1	18.0	36.5	13.2	29.0	0.41	19.8	39.9	0.41	
2019	en-gu	UEDIN.6849	0.305	0.1627	16.3	19.4	39.4	15.4	33.7	0.49	20.2	40.8	0.49	
2019	en-kk	CUNI-T2T-transfer-enkk.6554	0.097	0.0996	9.3	15.7	29.9	12.4	26.3	0.44	16.3	30.4	0.44	
2019	en-kk	online-B.0	0.243	0.1869	18.2	21.8	36.7	18.1	32.6	0.50	22.3	37.1	0.49	
2019	en-kk	rug_enkk_bpe.6804	-0.049	0.1186	11.2	16.7	30.9	13.5	27.4	0.44	17.1	31.4	0.41	
2019	en-kk	MSRA.CrossBERT.6874	0.108	0.1189	11.5	15.4	30.7	12.3	27.1	0.44	15.9	31.4	0.42	
2019	en-kk	NEU.6755	0.126	0.1235	11.8	17.1	32.3	13.6	28.0	0.46	17.5	32.9	0.45	
2019	en-kk	NICT.6550	-0.493	0.0761	7.2	10.8	24.6	8.9	22.6	0.37	11.0	25.1	0.36	
2019	en-kk	talp_upc_2019_enkk.6355	-0.328	0.0754	6.9	11.9	24.7	9.9	23.0	0.39	12.2	25.1	0.38	
2019	en-kk	online-G.0	0.078	0.1469	13.7	20.0	34.1	15.9	29.3	0.49	20.7	34.9	0.47	
2019	en-lt	MSRA.MASS.6931	0.259	0.1975	20.2	24.4	42.5	19.3	36.0	0.52	25.0	42.4	0.51	
2019	en-kk	UAlacant_-_NMT.6718	0.262	0.1114	10.5	17.4	31.2	13.8	27.1	0.45	18.1	32.3	0.45	
2019	en-kk	DBMS-KU_ENKK.6730	-1.395	0.0130	1.0	3.9	12.7	3.2	12.0	0.23	4.4	15.4	0.26	
2019	en-lt	GTCOM-Primary.7001	0.155	0.1807	18.7	25.3	41.3	19.8	34.0	0.52	25.8	41.7	0.52	
2019	en-kk	UAlacant_-_NMT+RBMT.6722	0.222	0.1112	10.5	17.3	31.0	13.7	26.9	0.45	18.0	32.1	0.45	
2019	en-lt	online-B.0	-0.061	0.1610	16.3	19.8	37.6	15.7	31.4	0.48	20.2	38.2	0.47	
2019	en-lt	MSRA.MASS.6954	0.387	0.2054	21.1	25.4	43.5	20.2	36.7	0.53	26.0	43.5	0.52	
2019	en-lt	online-A.0	-0.62	0.0918	9.2	15.8	30.9	12.0	25.8	0.44	16.5	31.7	0.43	
2019	en-lt	NEU.6760	-0.054	0.1734	17.9	22.6	40.6	17.7	33.5	0.50	23.2	41.4	0.49	
2019	en-lt	eTranslation.6836	0.036	0.1731	17.9	22.3	40.2	17.7	34.1	0.50	22.7	40.3	0.49	
2019	en-lt	tilde-c-nmt.6695	0.262	0.1956	20.1	24.4	42.5	19.3	35.6	0.52	24.8	42.6	0.51	
2019	en-lt	online-X.0	-0.666	0.1101	9.6	13.5	28.5	10.9	23.9	0.42	14.0	29.9	0.41	
2019	en-lt	TartuNLP-c.6510	-0.383	0.1316	13.3	16.1	34.3	12.6	28.9	0.45	16.7	34.7	0.45	
2019	en-lt	tilde-nc-nmt.6696	0.388	0.2019	20.2	25.1	42.9	20.0	36.5	0.52	25.4	42.7	0.52	
2019	en-lt	online-G.0	-0.805	0.0896	8.7	14.7	29.8	11.3	24.7	0.43	15.3	31.1	0.43	
2019	en-fi	online-X.0	-0.398	0.1359	12.2	12.1	30.1	9.9	25.5	0.47	12.8	31.6	0.43	
2019	en-fi	online-Y.0	0.275	0.1700	21.1	24.4	42.2	19.7	36.9	0.56	24.9	41.9	0.54	
2019	en-fi	TartuNLP-c.6509	-0.125	0.1465	18.8	19.3	38.7	15.6	33.1	0.52	19.9	38.8	0.50	
2019	en-zh	Baidu-system.6932	0.28	0.4247	40.9	47.0	68.2	40.7	59.9	0.35	47.7	67.8	0.37	
2019	en-zh	BTRANS.6821	0.009	0.3835	38.2	44.3	65.7	39.0	57.9	0.34	45.0	65.8	0.35	
2019	en-zh	KSAI-system.6982	0.306	0.4242	42.0	48.6	68.5	42.8	59.6	0.37	49.0	68.7	0.37	
2019	en-zh	NEU.6830	0.209	0.3990	40.4	47.8	67.1	42.5	59.1	0.35	48.0	67.2	0.35	
2019	en-zh	UEDIN.6158	0.017	0.3442	35.4	44.2	64.0	39.9	57.7	0.32	44.1	62.4	0.31	
2019	en-zh	online-G.0	-0.262	0.3022	30.9	43.2	61.1	38.3	55.9	0.28	42.9	59.4	0.28	
2019	en-zh	online-X.0	-0.553	0.2452	25.3	36.0	52.9	33.0	50.6	0.23	35.9	51.6	0.22	
2019	en-zh	xzl-nmt.6847	0.042	0.3563	36.4	45.0	64.5	40.7	58.2	0.33	44.7	63.2	0.32	
2019	en-zh	online-B.0	-0.125	0.3693	38.3	52.4	66.6	46.3	59.8	0.35	52.1	65.0	0.35	
2019	en-zh	online-A.0	0.052	0.3129	32.5	43.6	60.2	39.1	53.6	0.29	43.8	59.6	0.28	
2019	en-zh	NICT.6817	0	0.3446	35.8	40.5	63.4	36.9	56.0	0.31	40.7	63.6	0.30	
2019	en-zh	online-Y.0	-0.218	0.3239	33.7	45.3	63.4	40.5	57.3	0.31	45.3	61.5	0.29	
2019	en-ru	Facebook_FAIR.6724	0.506	0.2247	36.6	34.7	55.7	29.8	48.3	0.61	35.1	55.6	0.60	
2019	en-ru	NICT.6563	-1.27	0.0856	14.0	12.9	32.7	11.8	33.8	0.34	12.5	29.6	0.32	
2019	en-ru	NEU.6773	0.223	0.2114	34.1	31.8	53.4	27.2	46.3	0.59	32.2	53.2	0.57	
2019	fi-en	MSRA.NAO.6983	0.285	0.1496	32.0	44.6	61.4	36.5	52.8	0.59	45.2	61.3	0.59	
2019	fi-en	online-A.0	0.012	0.1135	24.0	35.0	54.2	28.9	47.5	0.53	35.1	54.0	0.52	
2019	fi-en	online-Y.0	0.265	0.1387	30.0	41.4	59.5	34.0	51.2	0.58	41.9	59.4	0.57	
2019	fi-en	apertium-fin-eng-unconstrained-fien.6449	-0.516	0.0424	8.0	24.6	38.3	19.1	37.2	0.40	24.9	37.9	0.40	
2019	fi-en	GTCOM-Primary.6946	0.261	0.1477	31.9	44.5	61.6	36.4	52.4	0.59	45.2	61.9	0.59	
2019	fi-en	Helsinki_NLP.6889	0.105	0.1240	26.8	36.8	56.1	30.4	48.7	0.55	37.3	56.1	0.54	
2019	fi-en	online-B.0	0.107	0.1293	27.0	37.8	56.7	31.3	49.7	0.56	37.9	56.0	0.54	
2019	fi-en	online-X.0	-0.071	0.1128	22.0	28.5	50.2	24.3	45.2	0.51	28.9	50.1	0.49	
2019	fi-en	USYD.6995	0.245	0.1539	33.1	41.7	60.8	34.7	52.9	0.59	42.2	60.3	0.59	
2019	fi-en	TartuNLP-c.6905	-0.053	0.1121	24.3	32.6	53.4	27.0	47.1	0.53	33.1	52.9	0.52	
2019	fi-en	online-G.0	-0.044	0.1039	21.3	34.4	52.4	28.2	46.3	0.52	34.8	52.1	0.51	
2019	fi-en	parfda.6526	-0.209	0.0943	18.7	30.7	49.5	25.5	45.8	0.49	30.6	48.2	0.48	
2019	en-ru	online-A.0	-0.268	0.1538	23.5	23.4	45.3	19.8	40.0	0.52	23.9	44.7	0.51	
2019	en-ru	online-G.0	0.279	0.2178	33.2	31.6	53.1	27.1	46.5	0.59	31.8	52.2	0.57	
2019	en-ru	online-B.0	0.269	0.2036	31.4	31.2	52.0	26.6	46.2	0.58	31.5	51.1	0.56	
2019	en-ru	online-X.0	-0.363	0.1593	23.5	22.1	44.6	18.7	38.2	0.51	22.7	45.2	0.49	
2019	en-ru	online-Y.0	0.156	0.1909	29.7	29.8	50.6	25.2	44.4	0.57	30.2	49.9	0.55	
2019	en-ru	PROMT_NMT_EN-RU.6989	0.219	0.1941	30.8	29.5	51.4	25.0	44.5	0.57	29.8	50.8	0.55	
2019	fr-de	eTranslation.6262	0.246	0.2711	33.6	36.1	58.1	29.9	50.2	0.63	37.1	58.3	0.63	
2019	en-ru	rerank-er.6572	-0.188	0.1734	28.0	25.2	47.6	21.7	42.6	0.53	25.3	46.4	0.51	
2019	en-ru	USTC-MCC.6795	0.332	0.2178	34.9	33.2	54.2	28.4	47.0	0.59	33.8	54.1	0.58	
2019	gu-en	IIITH-MT.6688	-0.296	0.0967	6.5	9.6	28.7	8.8	29.6	0.34	10.2	28.3	0.32	
2019	gu-en	Ju_Saarland.6525	-0.598	0.1287	11.9	14.8	34.1	13.7	36.5	0.32	14.6	32.2	0.30	
2019	en-ru	TartuNLP-u.6645	-0.31	0.1568	25.2	22.3	44.9	19.1	39.6	0.51	22.6	44.4	0.50	
2019	gu-en	aylien_mt_gu-en_multilingual.6826	0.066	0.1935	17.7	26.8	45.8	22.0	41.6	0.48	26.9	44.7	0.46	
2019	gu-en	IITP-MT.6824	-0.192	0.1110	10.0	17.0	36.5	14.2	34.7	0.39	17.2	35.7	0.38	
2019	gu-en	CUNI-T2T-transfer-guen.6431	0.09	0.1992	18.2	25.3	44.8	20.9	40.7	0.46	25.5	44.3	0.46	
2019	gu-en	GTCOM-Primary.6969	0.1	0.1985	17.9	26.4	46.1	21.5	41.1	0.48	26.7	45.6	0.48	
2019	gu-en	NICT.6603	0.044	0.1885	17.5	24.5	44.2	20.5	40.2	0.46	24.9	43.8	0.45	
2019	gu-en	NEU.6756	0.21	0.2706	25.3	32.2	51.8	26.5	45.0	0.53	32.6	52.1	0.52	
2019	gu-en	online-B.0			39.0	45.6	61.8	38.8	54.3	0.63	46.0	61.6	0.62	
2019	fr-de	LIUM.6720	0.082	0.2435	30.7	33.5	56.1	27.6	47.4	0.61	34.4	57.3	0.62	
2019	fr-de	MLLP-UPV.6654	0.037	0.2257	28.4	31.3	53.7	25.6	45.7	0.59	32.4	55.2	0.60	
2019	fr-de	MSRA.MADL.6893	0.267	0.2850	36.2	38.5	60.3	31.9	51.1	0.65	39.4	60.9	0.65	
2019	gu-en	UEDIN.6534	0.126	0.2352	21.8	28.0	48.1	22.9	41.8	0.50	28.4	48.6	0.50	
2019	gu-en	online-G.0	-0.189	0.1093	9.4	25.0	41.2	19.4	37.2	0.42	25.7	42.0	0.43	
2019	gu-en	UdS-DFKI.6861	-0.277	0.1072	9.5	17.8	36.5	14.8	34.5	0.38	17.8	36.7	0.38	
2019	kk-en	CUNI-T2T-transfer-kken.6436	0.003	0.2017	18.6	27.4	45.8	23.4	43.5	0.48	27.5	44.0	0.45	
2019	kk-en	NICT.6770	0.064	0.2798	26.1	32.5	52.3	27.0	45.5	0.54	33.0	52.9	0.53	
2019	kk-en	NEU.6753	0.218	0.3251	30.5	38.6	57.2	31.5	49.0	0.58	39.3	57.8	0.58	
2019	kk-en	online-B.0	0.27	0.3393	32.1	38.2	57.4	32.2	50.4	0.59	38.5	56.9	0.57	
2019	kk-en	rug_kken_morfessor.6677	0.189	0.2999	28.0	36.2	54.6	29.6	47.2	0.56	36.9	55.5	0.55	
2019	kk-en	NRC-CNRC.6895	0.092	0.2678	25.0	32.7	52.8	26.5	45.0	0.54	33.4	53.7	0.54	
2019	kk-en	online-G.0	0.133	0.2913	26.1	33.2	52.8	27.1	45.6	0.55	33.9	53.7	0.54	
2019	kk-en	UMD.6736	-0.477	0.1012	9.3	12.5	29.2	12.8	35.4	0.31	12.6	29.9	0.30	
2019	kk-en	talp_upc_2019_kken.6657	0.113	0.2696	24.9	32.8	51.7	27.2	45.8	0.53	33.4	52.1	0.53	
2019	kk-en	DBMS-KU_KKEN.6726	-1.058	0.0374	3.1	5.2	22.1	4.5	22.9	0.20	5.4	22.4	0.21	
2019	kk-en	Frank_s_MT.6127	0.066	0.2129	19.9	32.3	50.0	26.1	43.1	0.49	34.2	55.3	0.56	
2019	fr-de	online-B.0	-0.034	0.2165	26.9	30.2	52.4	24.6	45.3	0.58	31.1	53.0	0.58	
2019	fr-de	online-A.0	-0.039	0.2217	27.7	30.9	53.6	25.3	45.6	0.59	31.8	54.7	0.59	
2019	fr-de	online-G.0	-0.018	0.2228	25.0	28.2	51.1	22.9	44.0	0.58	29.2	52.4	0.59	
2019	lt-en	GTCOM-Primary.6998	0.234	0.3640	36.5	48.3	65.3	39.6	55.2	0.64	48.8	64.4	0.64	
2019	lt-en	JUMT.6616	-0.337	0.1755	16.6	23.9	45.5	20.5	43.4	0.45	23.6	42.6	0.43	
2019	lt-en	MSRA.MASS.6945	0.206	0.3467	35.4	47.5	64.2	38.6	53.9	0.64	48.2	63.9	0.63	
2019	fr-de	online-Y.0	0.001	0.2078	26.5	29.4	51.6	24.0	44.4	0.58	30.3	52.4	0.58	
2019	fr-de	TartuNLP-c.6514	-0.098	0.2047	25.6	28.5	51.4	23.1	44.3	0.57	29.7	52.5	0.58	
2019	fr-de	online-X.0	-0.41	0.1991	23.4	26.7	49.8	21.5	42.0	0.56	28.1	52.3	0.56	
2019	lt-en	NEU.6759	0.213	0.3342	34.2	46.6	63.6	37.8	53.3	0.63	47.2	63.4	0.62	
2019	lt-en	online-A.0	-0.056	0.2536	24.8	36.2	56.1	29.4	47.6	0.56	36.5	55.3	0.55	
2019	lt-en	online-B.0	0.107	0.3049	29.5	43.4	60.8	35.5	52.3	0.60	43.5	59.1	0.58	
2019	lt-en	online-X.0	-0.396	0.2123	17.4	25.4	47.4	21.5	43.0	0.50	25.5	46.0	0.48	
2019	lt-en	tilde-nc-nmt.6881	0.216	0.3262	32.0	45.6	62.9	37.3	54.0	0.62	45.9	61.3	0.60	
2019	lt-en	tilde-c-nmt.6876	0.202	0.3161	30.7	44.3	61.7	36.1	53.0	0.61	44.7	60.1	0.59	
2019	lt-en	online-G.0	-0.284	0.2078	19.5	33.2	53.0	26.2	45.1	0.54	33.7	52.4	0.53	
2019	lt-en	TartuNLP-c.6908	-0.059	0.2446	24.2	35.3	55.5	28.7	47.7	0.56	35.7	54.1	0.55	
2019	ru-en	afrl-syscomb19.6782	0.012	0.2462	37.1	43.8	63.0	36.6	54.4	0.63	44.5	63.6	0.62	
2019	ru-en	Facebook_FAIR.6937	0.156	0.2606	39.9	48.7	66.1	40.4	56.1	0.65	49.6	66.6	0.65	
2019	ru-en	eTranslation.6598	0.122	0.2522	37.3	45.0	63.8	37.2	54.8	0.63	45.8	63.8	0.63	
2019	ru-en	NEU.6803	0.115	0.2639	40.0	48.4	65.6	40.2	56.2	0.65	49.5	66.7	0.65	
2019	ru-en	MSRA.SCA.6976	0.102	0.2662	39.8	49.1	65.5	40.8	56.6	0.65	50.1	65.8	0.64	
2019	ru-en	afrl-ewc.6659	-0.039	0.2237	33.8	40.6	61.1	33.5	51.9	0.61	41.4	61.8	0.61	
2019	ru-en	online-B.0	0.121	0.2952	45.2	51.6	68.3	43.7	59.3	0.68	52.4	68.6	0.67	
2019	ru-en	online-A.0	0.029	0.2402	35.9	42.4	62.3	35.2	53.3	0.62	43.0	62.8	0.62	
2019	ru-en	NICT.6561	-0.303	0.1865	28.1	29.3	53.9	24.7	47.7	0.54	29.8	54.3	0.54	
2019	ru-en	online-Y.0	0.076	0.2435	37.0	47.1	63.9	38.8	55.2	0.63	48.1	64.4	0.63	
2019	ru-en	online-X.0	-0.097	0.2205	30.4	32.7	56.3	28.0	49.2	0.58	33.2	57.1	0.57	
2019	ru-en	online-G.0	0.134	0.2634	38.7	46.4	64.1	38.5	54.7	0.64	47.3	65.0	0.64	
2019	ru-en	TartuNLP-u.6650	-0.04	0.2039	30.8	36.7	58.3	30.4	50.3	0.58	37.3	58.2	0.58	
2019	ru-en	rerank-re.6540	0.084	0.2491	37.8	44.6	63.6	37.2	54.9	0.63	45.4	64.2	0.63	
2019	zh-en	Apprentice-c.6706	-0.957	0.1777	16.5	23.3	46.6	22.7	47.3	0.48	22.9	43.8	0.43	
2019	zh-en	MSRA.MASS.6996	0.203	0.4094	39.7	45.8	66.9	39.1	57.7	0.67	46.5	66.3	0.66	
2019	zh-en	KSAI-system.6927	0.266	0.3925	37.9	43.8	65.4	37.2	55.7	0.65	44.6	65.9	0.65	
